dimension,question_text,question_type,mapped_domains,mapped_streams,signal_strength,is_active,education_level,target_stream,sequence_order,option_1_text,option_2_text,option_3_text,option_4_text
work_style,A first step could be learning one safe basic circuit. How realistic does that feel for you?,mcq,SCI_TECH|ELECTRICAL_ENG,,4,1,,,144,Not ready yet,Maybe later,Ready to try,Ready and excited
interest,"How interested are you in learning the science, care, and responsibility behind Doctor & Medicine?",mcq,MEDICAL_HEALTH|DOCTOR_MEDICINE,,4,1,,,145,Not at all,A little,Yes mostly,Yes a lot
interest,"Would helping people through accurate, health-focused work in Doctor & Medicine feel meaningful to you?",mcq,MEDICAL_HEALTH|DOCTOR_MEDICINE,,4,1,,,146,Not interested,Slightly interested,Interested,Very interested
interest,Can you see yourself studying Doctor & Medicine carefully because safety and trust matter in this field?,mcq,MEDICAL_HEALTH|DOCTOR_MEDICINE,,4,1,,,147,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
aptitude,"Medical study needs memory, concepts, and regular practice. How well does that fit you?",mcq,MEDICAL_HEALTH|DOCTOR_MEDICINE,,4,1,,,148,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,A competitive medical path needs deep and consistent study. How confident are you about handling that?,mcq,MEDICAL_HEALTH|DOCTOR_MEDICINE,,4,1,,,149,Not confident,A little confident,Confident,Very confident
aptitude,Which of these best describes your exposure to medical careers so far?,mcq,MEDICAL_HEALTH|DOCTOR_MEDICINE,,4,1,,,150,Never,Only heard about it,Discussed with someone,Explored seriously
personality,"When learning Doctor & Medicine feels detailed, scientific, or high-responsibility, how do you usually respond?",mcq,MEDICAL_HEALTH|DOCTOR_MEDICINE,,4,1,,,151,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a mistake in your understanding, observation, or care-related approach in Doctor & Medicine, what would you most likely do?",mcq,MEDICAL_HEALTH|DOCTOR_MEDICINE,,4,1,,,152,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
personality,"How do you feel about the patience, accuracy, and steady study needed to grow in Doctor & Medicine?",mcq,MEDICAL_HEALTH|DOCTOR_MEDICINE,,4,1,,,153,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"Medicine can involve pressure, responsibility, and helping people in difficult moments. Could you work in that setting?",mcq,MEDICAL_HEALTH|DOCTOR_MEDICINE,,4,1,,,154,Not comfortable,A little unsure,Comfortable,Very comfortable
work_style,"Before choosing medicine seriously, how realistic does it feel to understand the preparation it needs?",mcq,MEDICAL_HEALTH|DOCTOR_MEDICINE,,4,1,,,155,Not ready yet,Maybe later,Ready to understand,Very ready
work_style,Which first step would help you explore Doctor & Medicine before choosing it seriously?,mcq,MEDICAL_HEALTH|DOCTOR_MEDICINE,,4,1,,,156,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in learning the science, care, and responsibility behind Nursing?",mcq,MEDICAL_HEALTH|NURSING,,4,1,,,157,Not at all,A little,Yes mostly,Yes a lot
interest,"Would helping people through accurate, health-focused work in Nursing feel meaningful to you?",mcq,MEDICAL_HEALTH|NURSING,,4,1,,,158,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
interest,Can you see yourself studying Nursing carefully because safety and trust matter in this field?,mcq,MEDICAL_HEALTH|NURSING,,4,1,,,159,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Biology basics, health science, and careful instructions are part of nursing. How manageable does that sound?",mcq,MEDICAL_HEALTH|NURSING,,4,1,,,160,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,Practical nursing skills are learned through training and supervision. Could you build them with practice?,mcq,MEDICAL_HEALTH|NURSING,,4,1,,,161,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to nursing so far?,mcq,MEDICAL_HEALTH|NURSING,,4,1,,,162,Never,Only heard about it,Discussed with someone,Explored seriously
personality,"When learning Nursing feels detailed, scientific, or high-responsibility, how do you usually respond?",mcq,MEDICAL_HEALTH|NURSING,,4,1,,,163,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a mistake in your understanding, observation, or care-related approach in Nursing, what would you most likely do?",mcq,MEDICAL_HEALTH|NURSING,,4,1,,,164,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
personality,"How do you feel about the patience, accuracy, and steady study needed to grow in Nursing?",mcq,MEDICAL_HEALTH|NURSING,,4,1,,,165,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"Nurses support patients, talk with families, and work with hospital teams. Could you see yourself doing that?",mcq,MEDICAL_HEALTH|NURSING,,4,1,,,166,Not comfortable,A little unsure,Comfortable,Very comfortable
work_style,"Nursing includes training, duties, shifts, and growth options. How realistic does it feel to understand that path?",mcq,MEDICAL_HEALTH|NURSING,,4,1,,,167,Not ready yet,Maybe later,Ready to understand,Very ready
work_style,Which first step would help you explore Nursing before choosing it seriously?,mcq,MEDICAL_HEALTH|NURSING,,4,1,,,168,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in learning the science, care, and responsibility behind Pharmacy?",mcq,MEDICAL_HEALTH|PHARMACY,,4,1,,,169,Not interested,A little interested,Interested,Very interested
interest,"Would helping people through accurate, health-focused work in Pharmacy feel meaningful to you?",mcq,MEDICAL_HEALTH|PHARMACY,,4,1,,,170,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself studying Pharmacy carefully because safety and trust matter in this field?,mcq,MEDICAL_HEALTH|PHARMACY,,4,1,,,171,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Pharmacy needs chemistry, biology, careful reading, and accuracy. How manageable is that?",mcq,MEDICAL_HEALTH|PHARMACY,,4,1,,,172,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn medicine categories, prescriptions, dosage basics, and pharmacy tools?",mcq,MEDICAL_HEALTH|PHARMACY,,4,1,,,173,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to pharmacy?,mcq,MEDICAL_HEALTH|PHARMACY,,4,1,,,174,Never,Only visited pharmacies,Discussed or studied pharmacy,Explored seriously
personality,"When learning Pharmacy feels detailed, scientific, or high-responsibility, how do you usually respond?",mcq,MEDICAL_HEALTH|PHARMACY,,4,1,,,175,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a mistake in your understanding, observation, or care-related approach in Pharmacy, what would you most likely do?",mcq,MEDICAL_HEALTH|PHARMACY,,4,1,,,176,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
personality,"How do you feel about the patience, accuracy, and steady study needed to grow in Pharmacy?",mcq,MEDICAL_HEALTH|PHARMACY,,4,1,,,177,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"Pharmacy work can be detail-heavy, health-focused, and patient-facing. Does that suit you?",mcq,MEDICAL_HEALTH|PHARMACY,,4,1,,,178,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be learning how one common medicine is used safely. How realistic does that feel for you?,mcq,MEDICAL_HEALTH|PHARMACY,,4,1,,,179,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which first step would help you explore Pharmacy before choosing it seriously?,mcq,MEDICAL_HEALTH|PHARMACY,,4,1,,,180,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in learning the science, care, and responsibility behind Dentistry?",mcq,MEDICAL_HEALTH|DENTISTRY,,4,1,,,181,Not interested,A little interested,Interested,Very interested
interest,"Would helping people through accurate, health-focused work in Dentistry feel meaningful to you?",mcq,MEDICAL_HEALTH|DENTISTRY,,4,1,,,182,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself studying Dentistry carefully because safety and trust matter in this field?,mcq,MEDICAL_HEALTH|DENTISTRY,,4,1,,,183,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Dentistry needs biology, hand skills, attention to detail, and patient care. How does that feel?",mcq,MEDICAL_HEALTH|DENTISTRY,,4,1,,,184,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you build fine motor skills, dental science basics, hygiene knowledge, and patient communication?",mcq,MEDICAL_HEALTH|DENTISTRY,,4,1,,,185,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to dentistry?,mcq,MEDICAL_HEALTH|DENTISTRY,,4,1,,,186,Never,Only visited a dentist,Discussed or studied dentistry,Explored seriously
personality,"When learning Dentistry feels detailed, scientific, or high-responsibility, how do you usually respond?",mcq,MEDICAL_HEALTH|DENTISTRY,,4,1,,,187,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a mistake in your understanding, observation, or care-related approach in Dentistry, what would you most likely do?",mcq,MEDICAL_HEALTH|DENTISTRY,,4,1,,,188,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
personality,"How do you feel about the patience, accuracy, and steady study needed to grow in Dentistry?",mcq,MEDICAL_HEALTH|DENTISTRY,,4,1,,,189,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"Dentistry can involve close patient work, procedures, precision, and calm communication. Does that suit you?",mcq,MEDICAL_HEALTH|DENTISTRY,,4,1,,,190,Not at all,A little,Yes mostly,Yes definitely
